location,target,unit,type,bin_start_incl,bin_end_notincl,value
HHS Region 6,4 wk ahead,percent,Bin,9.8,9.9,6.813714714722077e-4
HHS Region 6,4 wk ahead,percent,Bin,9.9,10,5.02409507124748e-4
HHS Region 6,4 wk ahead,percent,Bin,10,10.1,3.634860216031054e-4
HHS Region 6,4 wk ahead,percent,Bin,10.1,10.2,2.5799118988396495e-4
HHS Region 6,4 wk ahead,percent,Bin,10.2,10.3,1.7965237695809845e-4
HHS Region 6,4 wk ahead,percent,Bin,10.3,10.4,1.2274230064881507e-4
HHS Region 6,4 wk ahead,percent,Bin,10.4,10.5,8.353913836028192e-5
HHS Region 6,4 wk ahead,percent,Bin,10.5,10.6,7.502387267454965e-5
HHS Region 6,4 wk ahead,percent,Bin,10.6,10.7,7.502387267454965e-5
HHS Region 6,4 wk ahead,percent,Bin,10.7,10.8,7.502387267454965e-5
HHS Region 6,4 wk ahead,percent,Bin,10.8,10.9,7.502387267454965e-5
HHS Region 6,4 wk ahead,percent,Bin,10.9,11,7.502387267454965e-5
HHS Region 6,4 wk ahead,percent,Bin,11,11.1,7.502387267454965e-5
HHS Region 6,4 wk ahead,percent,Bin,11.1,11.2,7.502387267454965e-5
HHS Region 6,4 wk ahead,percent,Bin,11.2,11.3,7.502387267454965e-5
HHS Region 6,4 wk ahead,percent,Bin,11.3,11.4,7.502387267454965e-5
HHS Region 6,4 wk ahead,percent,Bin,11.4,11.5,7.502387267454965e-5
HHS Region 6,4 wk ahead,percent,Bin,11.5,11.6,7.502387267454965e-5
HHS Region 6,4 wk ahead,percent,Bin,11.6,11.7,7.502387267454965e-5
HHS Region 6,4 wk ahead,percent,Bin,11.7,11.8,7.502387267454965e-5
HHS Region 6,4 wk ahead,percent,Bin,11.8,11.9,7.502387267454965e-5
HHS Region 6,4 wk ahead,percent,Bin,11.9,12,7.502387267454965e-5
HHS Region 6,4 wk ahead,percent,Bin,12,12.1,7.502387267454965e-5
HHS Region 6,4 wk ahead,percent,Bin,12.1,12.2,7.502387267454965e-5
HHS Region 6,4 wk ahead,percent,Bin,12.2,12.3,7.502387267454965e-5
HHS Region 6,4 wk ahead,percent,Bin,12.3,12.4,7.502387267454965e-5
HHS Region 6,4 wk ahead,percent,Bin,12.4,12.5,7.502387267454965e-5
HHS Region 6,4 wk ahead,percent,Bin,12.5,12.6,7.502387267454965e-5
HHS Region 6,4 wk ahead,percent,Bin,12.6,12.7,7.502387267454965e-5
HHS Region 6,4 wk ahead,percent,Bin,12.7,12.8,7.502387267454965e-5
HHS Region 6,4 wk ahead,percent,Bin,12.8,12.9,7.502387267454965e-5
HHS Region 6,4 wk ahead,percent,Bin,12.9,13,7.502387267454965e-5
HHS Region 6,4 wk ahead,percent,Bin,13,100,7.502387267454965e-5
HHS Region 5,Season onset,week,Bin,40,41,4.403875395295371e-4
HHS Region 5,Season onset,week,Bin,41,42,5.013323628467617e-4
HHS Region 5,Season onset,week,Bin,42,43,0.0014257865425327647
HHS Region 5,Season onset,week,Bin,43,44,0.004006626954264458
HHS Region 5,Season onset,week,Bin,44,45,0.009435530689907929
HHS Region 5,Season onset,week,Bin,45,46,0.01868209560044225
HHS Region 5,Season onset,week,Bin,46,47,0.03124265229374388
HHS Region 5,Season onset,week,Bin,47,48,0.04444594372882999
HHS Region 5,Season onset,week,Bin,48,49,0.054460066857561384
HHS Region 5,Season onset,week,Bin,49,50,0.05889293621887039
HHS Region 5,Season onset,week,Bin,50,51,0.058976665692553186
HHS Region 5,Season onset,week,Bin,51,52,0.059105695418099576
HHS Region 5,Season onset,week,Bin,52,53,0.06362749820743385
HHS Region 5,Season onset,week,Bin,1,2,0.07334318021403582
HHS Region 5,Season onset,week,Bin,2,3,0.0846715452105716
HHS Region 5,Season onset,week,Bin,3,4,0.09208088024423106
HHS Region 5,Season onset,week,Bin,4,5,0.09148648089250216
HHS Region 5,Season onset,week,Bin,5,6,0.08203420376469941
HHS Region 5,Season onset,week,Bin,6,7,0.06586076881428259
HHS Region 5,Season onset,week,Bin,7,8,0.04687689162352116
HHS Region 5,Season onset,week,Bin,8,9,0.02922893760833158
HHS Region 5,Season onset,week,Bin,9,10,0.015778149915858318
HHS Region 5,Season onset,week,Bin,10,11,0.007300244786519382
HHS Region 5,Season onset,week,Bin,11,12,0.0028732278483562302
HHS Region 5,Season onset,week,Bin,12,13,9.566821295893183e-4
HHS Region 5,Season onset,week,Bin,13,14,3.186677484030351e-4
HHS Region 5,Season onset,week,Bin,14,15,2.7813158464032507e-4
HHS Region 5,Season onset,week,Bin,15,16,2.7813158464032507e-4
HHS Region 5,Season onset,week,Bin,16,17,2.7813158464032507e-4
HHS Region 5,Season onset,week,Bin,17,18,2.7813158464032507e-4
HHS Region 5,Season onset,week,Bin,18,19,2.7813158464032507e-4
HHS Region 5,Season onset,week,Bin,19,20,2.7813158464032507e-4
HHS Region 5,Season onset,week,Bin,20,21,2.7813158464032507e-4
HHS Region 5,Season onset,week,Bin,none,none,0
HHS Region 5,Season peak week,week,Bin,40,41,8.405640180121867e-4
HHS Region 5,Season peak week,week,Bin,41,42,8.405640180121867e-4
HHS Region 5,Season peak week,week,Bin,42,43,8.405640180121867e-4
HHS Region 5,Season peak week,week,Bin,43,44,8.405640180121867e-4
HHS Region 5,Season peak week,week,Bin,44,45,8.405640180121867e-4
HHS Region 5,Season peak week,week,Bin,45,46,8.405640180121867e-4
HHS Region 5,Season peak week,week,Bin,46,47,8.405640180121867e-4
HHS Region 5,Season peak week,week,Bin,47,48,8.405640180121867e-4
HHS Region 5,Season peak week,week,Bin,48,49,8.405640180121867e-4
HHS Region 5,Season peak week,week,Bin,49,50,8.973932515937993e-4
HHS Region 5,Season peak week,week,Bin,50,51,0.0074428476739591
HHS Region 5,Season peak week,week,Bin,51,52,0.04054062030338703
HHS Region 5,Season peak week,week,Bin,52,53,0.07113879386041881
HHS Region 5,Season peak week,week,Bin,1,2,0.040543664018693366
HHS Region 5,Season peak week,week,Bin,2,3,0.007607002313033027
HHS Region 5,Season peak week,week,Bin,3,4,0.003364964830141529
HHS Region 5,Season peak week,week,Bin,4,5,0.018524028159472353
HHS Region 5,Season peak week,week,Bin,5,6,0.05641051227391973
HHS Region 5,Season peak week,week,Bin,6,7,0.13410335633476192
HHS Region 5,Season peak week,week,Bin,7,8,0.21793825180716644
HHS Region 5,Season peak week,week,Bin,8,9,0.1834218346881445
HHS Region 5,Season peak week,week,Bin,9,10,0.0990756066829723
HHS Region 5,Season peak week,week,Bin,10,11,0.06709521432608798
HHS Region 5,Season peak week,week,Bin,11,12,0.03295380937956234
HHS Region 5,Season peak week,week,Bin,12,13,0.005957275464417771
HHS Region 5,Season peak week,week,Bin,13,14,7.172169950317753e-4
HHS Region 5,Season peak week,week,Bin,14,15,6.717902107323608e-4
HHS Region 5,Season peak week,week,Bin,15,16,6.717902107323608e-4
HHS Region 5,Season peak week,week,Bin,16,17,6.717902107323608e-4
HHS Region 5,Season peak week,week,Bin,17,18,6.717902107323608e-4
HHS Region 5,Season peak week,week,Bin,18,19,6.717902107323608e-4
HHS Region 5,Season peak week,week,Bin,19,20,6.717902107323608e-4
HHS Region 5,Season peak week,week,Bin,20,21,6.717902107323608e-4
HHS Region 5,Season peak percentage,percent,Bin,0,0.1,2.3352552581495397e-4
HHS Region 5,Season peak percentage,percent,Bin,0.1,0.2,4.6705105162990793e-4
HHS Region 5,Season peak percentage,percent,Bin,0.2,0.3,4.670510516299078e-4
HHS Region 5,Season peak percentage,percent,Bin,0.3,0.4,4.670510516299078e-4
HHS Region 5,Season peak percentage,percent,Bin,0.4,0.5,4.670510516299078e-4
HHS Region 5,Season peak percentage,percent,Bin,0.5,0.6,4.6705105162990804e-4
HHS Region 5,Season peak percentage,percent,Bin,0.6,0.7,4.670510516299083e-4
HHS Region 5,Season peak percentage,percent,Bin,0.7,0.8,4.670510516299083e-4
HHS Region 5,Season peak percentage,percent,Bin,0.8,0.9,4.670510516299083e-4
HHS Region 5,Season peak percentage,percent,Bin,0.9,1,4.670510516299083e-4
HHS Region 5,Season peak percentage,percent,Bin,1,1.1,4.670510516299083e-4
HHS Region 5,Season peak percentage,percent,Bin,1.1,1.2,4.670510516299083e-4
HHS Region 5,Season peak percentage,percent,Bin,1.2,1.3,4.670510516299083e-4
HHS Region 5,Season peak percentage,percent,Bin,1.3,1.4,4.670510516299083e-4
HHS Region 5,Season peak percentage,percent,Bin,1.4,1.5,4.670510516299083e-4
HHS Region 5,Season peak percentage,percent,Bin,1.5,1.6,4.670510516299083e-4
HHS Region 5,Season peak percentage,percent,Bin,1.6,1.7,4.670510516299083e-4
HHS Region 5,Season peak percentage,percent,Bin,1.7,1.8,4.670510516299083e-4
HHS Region 5,Season peak percentage,percent,Bin,1.8,1.9,4.670510516299083e-4
HHS Region 5,Season peak percentage,percent,Bin,1.9,2,4.670510516299083e-4
HHS Region 5,Season peak percentage,percent,Bin,2,2.1,4.670510516299073e-4
HHS Region 5,Season peak percentage,percent,Bin,2.1,2.2,4.670510516299062e-4
HHS Region 5,Season peak percentage,percent,Bin,2.2,2.3,4.670510516299062e-4
HHS Region 5,Season peak percentage,percent,Bin,2.3,2.4,4.6721201239582953e-4
HHS Region 5,Season peak percentage,percent,Bin,2.4,2.5,7.490808668905609e-4
HHS Region 5,Season peak percentage,percent,Bin,2.5,2.6,0.0016395581618344841
HHS Region 5,Season peak percentage,percent,Bin,2.6,2.7,0.0033171049366486206
HHS Region 5,Season peak percentage,percent,Bin,2.7,2.8,0.006210838937418533
HHS Region 5,Season peak percentage,percent,Bin,2.8,2.9,0.010757737722335837
HHS Region 5,Season peak percentage,percent,Bin,2.9,3,0.017250352156544354
HHS Region 5,Season peak percentage,percent,Bin,3,3.1,0.025608539959460747
HHS Region 5,Season peak percentage,percent,Bin,3.1,3.2,0.035210853993387706
HHS Region 5,Season peak percentage,percent,Bin,3.2,3.3,0.04485251740659696
HHS Region 5,Season peak percentage,percent,Bin,3.3,3.4,0.052945232728253834
HHS Region 5,Season peak percentage,percent,Bin,3.4,3.5,0.05793672942116972
HHS Region 5,Season peak percentage,percent,Bin,3.5,3.6,0.05878172109124191
HHS Region 5,Season peak percentage,percent,Bin,3.6,3.7,0.0553136618742215
HHS Region 5,Season peak percentage,percent,Bin,3.7,3.8,0.04828132539225168
HHS Region 5,Season peak percentage,percent,Bin,3.8,3.9,0.03909910673056333
HHS Region 5,Season peak percentage,percent,Bin,3.9,4,0.02937885549553603
HHS Region 5,Season peak percentage,percent,Bin,4,4.1,0.020484235107800033
HHS Region 5,Season peak percentage,percent,Bin,4.1,4.2,0.013256078920223763
HHS Region 5,Season peak percentage,percent,Bin,4.2,4.3,0.0079702610730606
HHS Region 5,Season peak percentage,percent,Bin,4.3,4.4,0.004475312119150816
HHS Region 5,Season peak percentage,percent,Bin,4.4,4.5,0.0024061025176257394
HHS Region 5,Season peak percentage,percent,Bin,4.5,4.6,0.0013721707490183567
HHS Region 5,Season peak percentage,percent,Bin,4.6,4.7,0.001081557736488374
HHS Region 5,Season peak percentage,percent,Bin,4.7,4.8,0.0013808617755039707
HHS Region 5,Season peak percentage,percent,Bin,4.8,4.9,0.0022410214433915762
HHS Region 5,Season peak percentage,percent,Bin,4.9,5,0.0036952944300845717
HHS Region 5,Season peak percentage,percent,Bin,5,5.1,0.005763993231125063
HHS Region 5,Season peak percentage,percent,Bin,5.1,5.2,0.008374980518401647
HHS Region 5,Season peak percentage,percent,Bin,5.2,5.3,0.011328388769663203
HHS Region 5,Season peak percentage,percent,Bin,5.3,5.4,0.014314766017477451
HHS Region 5,Season peak percentage,percent,Bin,5.4,5.5,0.016999760176156092
HHS Region 5,Season peak percentage,percent,Bin,5.5,5.6,0.019132785182796184
HHS Region 5,Season peak percentage,percent,Bin,5.6,5.7,0.020612173837051977
HHS Region 5,Season peak percentage,percent,Bin,5.7,5.8,0.02147853742293482
HHS Region 5,Season peak percentage,percent,Bin,5.8,5.9,0.021817376568194314
HHS Region 5,Season peak percentage,percent,Bin,5.9,6,0.021662768815006898
HHS Region 5,Season peak percentage,percent,Bin,6,6.1,0.020948133787045315
HHS Region 5,Season peak percentage,percent,Bin,6.1,6.2,0.019564560646737502
HHS Region 5,Season peak percentage,percent,Bin,6.2,6.3,0.017462790470663132
HHS Region 5,Season peak percentage,percent,Bin,6.3,6.4,0.014751147243498082
HHS Region 5,Season peak percentage,percent,Bin,6.4,6.5,0.011697447692255768
HHS Region 5,Season peak percentage,percent,Bin,6.5,6.6,0.008656967739685861
HHS Region 5,Season peak percentage,percent,Bin,6.6,6.7,0.005955540285696061
HHS Region 5,Season peak percentage,percent,Bin,6.7,6.8,0.0037975630408277707
HHS Region 5,Season peak percentage,percent,Bin,6.8,6.9,0.0022414719527412584
HHS Region 5,Season peak percentage,percent,Bin,6.9,7,0.001222551015521787
HHS Region 5,Season peak percentage,percent,Bin,7,7.1,6.162880032456891e-4
HHS Region 5,Season peak percentage,percent,Bin,7.1,7.2,2.866695893892046e-4
HHS Region 5,Season peak percentage,percent,Bin,7.2,7.3,1.232000187192303e-4
HHS Region 5,Season peak percentage,percent,Bin,7.3,7.4,4.88148649602699e-5
HHS Region 5,Season peak percentage,percent,Bin,7.4,7.5,1.7873418284020257e-5
HHS Region 5,Season peak percentage,percent,Bin,7.5,7.6,6.029302972386476e-6
HHS Region 5,Season peak percentage,percent,Bin,7.6,7.7,1.8804325960818095e-6
HHS Region 5,Season peak percentage,percent,Bin,7.7,7.8,5.402618210915463e-7
HHS Region 5,Season peak percentage,percent,Bin,7.8,7.9,1.454090828226374e-7
HHS Region 5,Season peak percentage,percent,Bin,7.9,8,4.4580737078830954e-8
HHS Region 5,Season peak percentage,percent,Bin,8,8.1,5.0190581230956455e-8
HHS Region 5,Season peak percentage,percent,Bin,8.1,8.2,1.7408538030652708e-7
HHS Region 5,Season peak percentage,percent,Bin,8.2,8.3,6.511859860638124e-7
HHS Region 5,Season peak percentage,percent,Bin,8.3,8.4,2.2621900086965265e-6
HHS Region 5,Season peak percentage,percent,Bin,8.4,8.5,7.265788286519228e-6
HHS Region 5,Season peak percentage,percent,Bin,8.5,8.6,2.150700141750214e-5
HHS Region 5,Season peak percentage,percent,Bin,8.6,8.7,5.879277720126337e-5
HHS Region 5,Season peak percentage,percent,Bin,8.7,8.8,1.482036142223142e-4
HHS Region 5,Season peak percentage,percent,Bin,8.8,8.9,3.4485998906220804e-4
HHS Region 5,Season peak percentage,percent,Bin,8.9,9,7.40248930202624e-4
HHS Region 5,Season peak percentage,percent,Bin,9,9.1,0.0014663929576934859
HHS Region 5,Season peak percentage,percent,Bin,9.1,9.2,0.002680186738544203
HHS Region 5,Season peak percentage,percent,Bin,9.2,9.3,0.004520276415379851
HHS Region 5,Season peak percentage,percent,Bin,9.3,9.4,0.007034630559212805
HHS Region 5,Season peak percentage,percent,Bin,9.4,9.5,0.01010156695777565
HHS Region 5,Season peak percentage,percent,Bin,9.5,9.6,0.013384956358773958
HHS Region 5,Season peak percentage,percent,Bin,9.6,9.7,0.01636536466111161
HHS Region 5,Season peak percentage,percent,Bin,9.7,9.8,0.018463039259144148
HHS Region 5,Season peak percentage,percent,Bin,9.8,9.9,0.01922100260886856
HHS Region 5,Season peak percentage,percent,Bin,9.9,10,0.01846307271060766
HHS Region 5,Season peak percentage,percent,Bin,10,10.1,0.016365614839195974
HHS Region 5,Season peak percentage,percent,Bin,10.1,10.2,0.013384897040451472
HHS Region 5,Season peak percentage,percent,Bin,10.2,10.3,0.010101518739240287
HHS Region 5,Season peak percentage,percent,Bin,10.3,10.4,0.0070346799531332774
HHS Region 5,Season peak percentage,percent,Bin,10.4,10.5,0.004520103354807212
HHS Region 5,Season peak percentage,percent,Bin,10.5,10.6,0.0026803763226397373
HHS Region 5,Season peak percentage,percent,Bin,10.6,10.7,0.0014662678644191947
HHS Region 5,Season peak percentage,percent,Bin,10.7,10.8,7.403973268600758e-4
HHS Region 5,Season peak percentage,percent,Bin,10.8,10.9,3.448019328725667e-4
HHS Region 5,Season peak percentage,percent,Bin,10.9,11,2.1732788341010474e-4
HHS Region 5,Season peak percentage,percent,Bin,11,11.1,2.1725457368804754e-4
HHS Region 5,Season peak percentage,percent,Bin,11.1,11.2,2.1725457368804754e-4
HHS Region 5,Season peak percentage,percent,Bin,11.2,11.3,2.1725457368804754e-4
HHS Region 5,Season peak percentage,percent,Bin,11.3,11.4,2.1725457368804754e-4
HHS Region 5,Season peak percentage,percent,Bin,11.4,11.5,2.1725457368804754e-4
HHS Region 5,Season peak percentage,percent,Bin,11.5,11.6,2.1725457368804754e-4
HHS Region 5,Season peak percentage,percent,Bin,11.6,11.7,2.1725457368804754e-4
HHS Region 5,Season peak percentage,percent,Bin,11.7,11.8,2.1725457368804754e-4
HHS Region 5,Season peak percentage,percent,Bin,11.8,11.9,2.1725457368804754e-4
HHS Region 5,Season peak percentage,percent,Bin,11.9,12,2.1725457368804754e-4
HHS Region 5,Season peak percentage,percent,Bin,12,12.1,2.1725457368804754e-4
HHS Region 5,Season peak percentage,percent,Bin,12.1,12.2,2.1725457368804754e-4
HHS Region 5,Season peak percentage,percent,Bin,12.2,12.3,2.1725457368804754e-4
HHS Region 5,Season peak percentage,percent,Bin,12.3,12.4,2.1725457368804754e-4
HHS Region 5,Season peak percentage,percent,Bin,12.4,12.5,2.1725457368804754e-4
HHS Region 5,Season peak percentage,percent,Bin,12.5,12.6,2.1725457368804754e-4
HHS Region 5,Season peak percentage,percent,Bin,12.6,12.7,2.1725457368804754e-4
HHS Region 5,Season peak percentage,percent,Bin,12.7,12.8,2.1725457368804754e-4
HHS Region 5,Season peak percentage,percent,Bin,12.8,12.9,2.1725457368804754e-4
HHS Region 5,Season peak percentage,percent,Bin,12.9,13,2.1725457368804754e-4
HHS Region 5,Season peak percentage,percent,Bin,13,100,2.1725457368804754e-4
HHS Region 5,1 wk ahead,percent,Bin,0,0.1,4.7368274178206754e-5
HHS Region 5,1 wk ahead,percent,Bin,0.1,0.2,9.520690652990003e-5
HHS Region 5,1 wk ahead,percent,Bin,0.2,0.3,1.535944847706648e-4
HHS Region 5,1 wk ahead,percent,Bin,0.3,0.4,3.10062885713753e-4
HHS Region 5,1 wk ahead,percent,Bin,0.4,0.5,5.865098686407097e-4
HHS Region 5,1 wk ahead,percent,Bin,0.5,0.6,0.00104122216149767
HHS Region 5,1 wk ahead,percent,Bin,0.6,0.7,0.0017369316423840179
HHS Region 5,1 wk ahead,percent,Bin,0.7,0.8,0.002728964627202389
HHS Region 5,1 wk ahead,percent,Bin,0.8,0.9,0.004050518396988906
HHS Region 5,1 wk ahead,percent,Bin,0.9,1,0.005706531996856202
HHS Region 5,1 wk ahead,percent,Bin,1,1.1,0.007680341965331014
HHS Region 5,1 wk ahead,percent,Bin,1.1,1.2,0.0099589368483291
HHS Region 5,1 wk ahead,percent,Bin,1.2,1.3,0.012570954890023895
HHS Region 5,1 wk ahead,percent,Bin,1.3,1.4,0.015615099150829143
HHS Region 5,1 wk ahead,percent,Bin,1.4,1.5,0.01926074786316469
HHS Region 5,1 wk ahead,percent,Bin,1.5,1.6,0.023703747385036587
HHS Region 5,1 wk ahead,percent,Bin,1.6,1.7,0.02907747722009346
HHS Region 5,1 wk ahead,percent,Bin,1.7,1.8,0.035348372462822165
HHS Region 5,1 wk ahead,percent,Bin,1.8,1.9,0.04223214768741446
HHS Region 5,1 wk ahead,percent,Bin,1.9,2,0.049176259154426305
HHS Region 5,1 wk ahead,percent,Bin,2,2.1,0.055424054991512484
HHS Region 5,1 wk ahead,percent,Bin,2.1,2.2,0.06015668507915375
HHS Region 5,1 wk ahead,percent,Bin,2.2,2.3,0.0626801559067361
HHS Region 5,1 wk ahead,percent,Bin,2.3,2.4,0.0625796526863523
HHS Region 5,1 wk ahead,percent,Bin,2.4,2.5,0.059829686033600255
HHS Region 5,1 wk ahead,percent,Bin,2.5,2.6,0.05477447215795898
HHS Region 5,1 wk ahead,percent,Bin,2.6,2.7,0.04804495711971078
HHS Region 5,1 wk ahead,percent,Bin,2.7,2.8,0.04040330140164449
HHS Region 5,1 wk ahead,percent,Bin,2.8,2.9,0.032594547809259224
HHS Region 5,1 wk ahead,percent,Bin,2.9,3,0.025231396707210862
HHS Region 5,1 wk ahead,percent,Bin,3,3.1,0.018736802104414203
HHS Region 5,1 wk ahead,percent,Bin,3.1,3.2,0.01333549224229166
HHS Region 5,1 wk ahead,percent,Bin,3.2,3.3,0.009083313160985887
HHS Region 5,1 wk ahead,percent,Bin,3.3,3.4,0.005909330952591398
HHS Region 5,1 wk ahead,percent,Bin,3.4,3.5,0.0036637950955010516
HHS Region 5,1 wk ahead,percent,Bin,3.5,3.6,0.002159034480114487
HHS Region 5,1 wk ahead,percent,Bin,3.6,3.7,0.0012067868324490455
HHS Region 5,1 wk ahead,percent,Bin,3.7,3.8,6.383091307525262e-4
HHS Region 5,1 wk ahead,percent,Bin,3.8,3.9,3.187608514489812e-4
HHS Region 5,1 wk ahead,percent,Bin,3.9,4,1.501371799963246e-4
HHS Region 5,1 wk ahead,percent,Bin,4,4.1,6.655778641056326e-5
HHS Region 5,1 wk ahead,percent,Bin,4.1,4.2,2.77510083827365e-5
HHS Region 5,1 wk ahead,percent,Bin,4.2,4.3,1.0866899528997112e-5
HHS Region 5,1 wk ahead,percent,Bin,4.3,4.4,3.997590530099724e-6
HHS Region 5,1 wk ahead,percent,Bin,4.4,4.5,1.3790298071861362e-6
HHS Region 5,1 wk ahead,percent,Bin,4.5,4.6,4.460605449818151e-7
HHS Region 5,1 wk ahead,percent,Bin,4.6,4.7,1.3523648480625293e-7
HHS Region 5,1 wk ahead,percent,Bin,4.7,4.8,3.84327718470228e-8
HHS Region 5,1 wk ahead,percent,Bin,4.8,4.9,1.0222602897079992e-8
HHS Region 5,1 wk ahead,percent,Bin,4.9,5,2.547135387555908e-9
HHS Region 5,1 wk ahead,percent,Bin,5,5.1,5.945967606461755e-10
HHS Region 5,1 wk ahead,percent,Bin,5.1,5.2,1.298108131225085e-10
HHS Region 5,1 wk ahead,percent,Bin,5.2,5.3,2.655880044906091e-11
HHS Region 5,1 wk ahead,percent,Bin,5.3,5.4,5.0849868739741425e-12
HHS Region 5,1 wk ahead,percent,Bin,5.4,5.5,9.124628831380555e-13
HHS Region 5,1 wk ahead,percent,Bin,5.5,5.6,1.5264938345397567e-13
HHS Region 5,1 wk ahead,percent,Bin,5.6,5.7,2.401214449310025e-14
HHS Region 5,1 wk ahead,percent,Bin,5.7,5.8,3.519740259478367e-15
HHS Region 5,1 wk ahead,percent,Bin,5.8,5.9,4.833717853102379e-16
HHS Region 5,1 wk ahead,percent,Bin,5.9,6,6.088028423422618e-17
HHS Region 5,1 wk ahead,percent,Bin,6,6.1,6.600215222478794e-18
HHS Region 5,1 wk ahead,percent,Bin,6.1,6.2,4.895863558456212e-19
HHS Region 5,1 wk ahead,percent,Bin,6.2,6.3,2.3437552404367742e-19
HHS Region 5,1 wk ahead,percent,Bin,6.3,6.4,1.4257981306791478e-19
HHS Region 5,1 wk ahead,percent,Bin,6.4,6.5,2.1349995906024538e-19
HHS Region 5,1 wk ahead,percent,Bin,6.5,6.6,1.1741460899480996e-20
HHS Region 5,1 wk ahead,percent,Bin,6.6,6.7,6.093444645913169e-18
HHS Region 5,1 wk ahead,percent,Bin,6.7,6.8,7.384551239821937e-17
HHS Region 5,1 wk ahead,percent,Bin,6.8,6.9,6.049168604844416e-16
HHS Region 5,1 wk ahead,percent,Bin,6.9,7,4.491527874663827e-15
HHS Region 5,1 wk ahead,percent,Bin,7,7.1,3.124780580249467e-14
HHS Region 5,1 wk ahead,percent,Bin,7.1,7.2,2.0287296768452614e-13
HHS Region 5,1 wk ahead,percent,Bin,7.2,7.3,1.2327265707616935e-12
HHS Region 5,1 wk ahead,percent,Bin,7.3,7.4,6.989416245223072e-12
HHS Region 5,1 wk ahead,percent,Bin,7.4,7.5,3.718427694394216e-11
HHS Region 5,1 wk ahead,percent,Bin,7.5,7.6,1.8446420571157976e-10
HHS Region 5,1 wk ahead,percent,Bin,7.6,7.7,8.567402701653156e-10
HHS Region 5,1 wk ahead,percent,Bin,7.7,7.8,3.7204209297151526e-9
HHS Region 5,1 wk ahead,percent,Bin,7.8,7.9,1.51230940791537e-8
HHS Region 5,1 wk ahead,percent,Bin,7.9,8,5.744581308972202e-8
HHS Region 5,1 wk ahead,percent,Bin,8,8.1,2.0420425522284226e-7
HHS Region 5,1 wk ahead,percent,Bin,8.1,8.2,6.789415512970368e-7
HHS Region 5,1 wk ahead,percent,Bin,8.2,8.3,2.11030104342629e-6
HHS Region 5,1 wk ahead,percent,Bin,8.3,8.4,6.1365687320731425e-6
HHS Region 5,1 wk ahead,percent,Bin,8.4,8.5,1.669163381063253e-5
HHS Region 5,1 wk ahead,percent,Bin,8.5,8.6,4.247056545573789e-5
HHS Region 5,1 wk ahead,percent,Bin,8.6,8.7,1.0103996790165121e-4
HHS Region 5,1 wk ahead,percent,Bin,8.7,8.8,2.249623590432026e-4
HHS Region 5,1 wk ahead,percent,Bin,8.8,8.9,4.684993421218104e-4
HHS Region 5,1 wk ahead,percent,Bin,8.9,9,9.123913201561646e-4
HHS Region 5,1 wk ahead,percent,Bin,9,9.1,0.0016624528866511239
HHS Region 5,1 wk ahead,percent,Bin,9.1,9.2,0.002832827006888309
HHS Region 5,1 wk ahead,percent,Bin,9.2,9.3,0.004515479141008134
HHS Region 5,1 wk ahead,percent,Bin,9.3,9.4,0.006731925014169974
HHS Region 5,1 wk ahead,percent,Bin,9.4,9.5,0.00938806776051731
HHS Region 5,1 wk ahead,percent,Bin,9.5,9.6,0.012245777521784922
HHS Region 5,1 wk ahead,percent,Bin,9.6,9.7,0.014941086475952716
HHS Region 5,1 wk ahead,percent,Bin,9.7,9.8,0.017051403266690062
HHS Region 5,1 wk ahead,percent,Bin,9.8,9.9,0.018201839270936816
HHS Region 5,1 wk ahead,percent,Bin,9.9,10,0.01817486809693815
HHS Region 5,1 wk ahead,percent,Bin,10,10.1,0.01697494727035371
HHS Region 5,1 wk ahead,percent,Bin,10.1,10.2,0.01482963784199768
HHS Region 5,1 wk ahead,percent,Bin,10.2,10.3,0.012118461800288052
HHS Region 5,1 wk ahead,percent,Bin,10.3,10.4,0.009262817828850693
HHS Region 5,1 wk ahead,percent,Bin,10.4,10.5,0.006622452706337072
HHS Region 5,1 wk ahead,percent,Bin,10.5,10.6,0.004428833952222068
HHS Region 5,1 wk ahead,percent,Bin,10.6,10.7,0.0027701803838560773
HHS Region 5,1 wk ahead,percent,Bin,10.7,10.8,0.0016209911392522116
HHS Region 5,1 wk ahead,percent,Bin,10.8,10.9,8.870745322626651e-4
HHS Region 5,1 wk ahead,percent,Bin,10.9,11,4.5413472865933087e-4
HHS Region 5,1 wk ahead,percent,Bin,11,11.1,2.335513857341586e-4
HHS Region 5,1 wk ahead,percent,Bin,11.1,11.2,2.0815370205685813e-4
HHS Region 5,1 wk ahead,percent,Bin,11.2,11.3,2.0815370205685813e-4
HHS Region 5,1 wk ahead,percent,Bin,11.3,11.4,2.0815370205685813e-4
HHS Region 5,1 wk ahead,percent,Bin,11.4,11.5,2.0815370205685813e-4
HHS Region 5,1 wk ahead,percent,Bin,11.5,11.6,2.0815370205685813e-4
HHS Region 5,1 wk ahead,percent,Bin,11.6,11.7,2.0815370205685813e-4
HHS Region 5,1 wk ahead,percent,Bin,11.7,11.8,2.0815370205685813e-4
HHS Region 5,1 wk ahead,percent,Bin,11.8,11.9,2.0815370205685813e-4
HHS Region 5,1 wk ahead,percent,Bin,11.9,12,2.0815370205685813e-4
HHS Region 5,1 wk ahead,percent,Bin,12,12.1,2.0815370205685813e-4
