timezero,location,target,value
20181001,HHS Region 2,Season peak percentage,5.2
20181001,HHS Region 2,1 wk ahead,2.3
20181001,HHS Region 2,2 wk ahead,2.5
20181001,HHS Region 2,3 wk ahead,2.6
20181001,HHS Region 2,4 wk ahead,2.5
20181001,HHS Region 3,Season onset,20181210
20181001,HHS Region 3,Season peak week,20190218
20181001,HHS Region 3,Season peak percentage,4.6
20181001,HHS Region 3,1 wk ahead,1.1
20181001,HHS Region 3,2 wk ahead,1.3
20181001,HHS Region 3,3 wk ahead,1.3
20181001,HHS Region 3,4 wk ahead,1.5
20181001,HHS Region 4,Season onset,20181119
20181001,HHS Region 4,Season peak week,20190204
20181001,HHS Region 4,Season peak percentage,5.9
20181001,HHS Region 4,1 wk ahead,1.4
20181001,HHS Region 4,2 wk ahead,1.4
20181001,HHS Region 4,3 wk ahead,1.7
20181001,HHS Region 4,4 wk ahead,1.8
20181001,HHS Region 5,Season onset,20181217
20181001,HHS Region 5,Season peak week,20190311
20181001,HHS Region 5,Season peak percentage,3.6
20181001,HHS Region 5,1 wk ahead,1.1
20181001,HHS Region 5,2 wk ahead,1
20181001,HHS Region 5,3 wk ahead,1.2
20181001,HHS Region 5,4 wk ahead,1.3
20181001,HHS Region 6,Season onset,20181217
20181001,HHS Region 6,Season peak week,20190211
20181001,HHS Region 6,Season peak percentage,10.1
20181001,HHS Region 6,1 wk ahead,2
20181001,HHS Region 6,2 wk ahead,2.2
20181001,HHS Region 6,3 wk ahead,2.5
20181001,HHS Region 6,4 wk ahead,2.8
20181001,HHS Region 7,Season onset,20181210
20181001,HHS Region 7,Season peak week,20190311
20181001,HHS Region 7,Season peak percentage,5.7
20181001,HHS Region 7,1 wk ahead,0.9
20181001,HHS Region 7,2 wk ahead,0.9
20181001,HHS Region 7,3 wk ahead,1.1
20181001,HHS Region 7,4 wk ahead,1.3
20181001,HHS Region 8,Season onset,20181112
20181001,HHS Region 8,Season peak week,20190218
20181001,HHS Region 8,Season peak percentage,5.9
20181001,HHS Region 8,1 wk ahead,1.6
20181001,HHS Region 8,2 wk ahead,1.8
20181001,HHS Region 8,3 wk ahead,1.7
20181001,HHS Region 8,4 wk ahead,1.8
20181001,HHS Region 9,Season onset,20181126
20181001,HHS Region 9,Season peak week,20190211
20181001,HHS Region 9,Season peak percentage,3.7
20181001,HHS Region 9,1 wk ahead,1.3
20181001,HHS Region 9,2 wk ahead,1.4
20181001,HHS Region 9,3 wk ahead,1.5
20181001,HHS Region 9,4 wk ahead,1.7
20181001,HHS Region 10,Season onset,20181210
20181001,HHS Region 10,Season peak week,20190311
20181001,HHS Region 10,Season peak percentage,4.3
20181001,HHS Region 10,1 wk ahead,0.7
20181001,HHS Region 10,2 wk ahead,0.6
20181001,HHS Region 10,3 wk ahead,0.6
20181001,HHS Region 10,4 wk ahead,0.7
20181008,US National,Season onset,20181203
20181008,US National,Season peak week,20190211
20181008,US National,Season peak percentage,5.1
20181008,US National,1 wk ahead,1.5
20181008,US National,2 wk ahead,1.6
20181008,US National,3 wk ahead,1.8
20181008,US National,4 wk ahead,1.9
20181008,HHS Region 1,Season onset,20181203
20181008,HHS Region 1,Season peak week,20190204
20181008,HHS Region 1,Season peak percentage,3.9
20181008,HHS Region 1,1 wk ahead,1.1
20181008,HHS Region 1,2 wk ahead,1.2
20181008,HHS Region 1,3 wk ahead,1.2
20181008,HHS Region 1,4 wk ahead,1.4
20181008,HHS Region 2,Season onset,20181203
20181008,HHS Region 2,Season peak week,20190211
20181008,HHS Region 2,Season peak percentage,5.2
20181008,HHS Region 2,1 wk ahead,2.5
20181008,HHS Region 2,2 wk ahead,2.6
20181008,HHS Region 2,3 wk ahead,2.5
20181008,HHS Region 2,4 wk ahead,2.6
20181008,HHS Region 3,Season onset,20181210
20181008,HHS Region 3,Season peak week,20190218
20181008,HHS Region 3,Season peak percentage,4.6
20181008,HHS Region 3,1 wk ahead,1.3
20181008,HHS Region 3,2 wk ahead,1.3
20181008,HHS Region 3,3 wk ahead,1.5
20181008,HHS Region 3,4 wk ahead,1.6
20181008,HHS Region 4,Season onset,20181119
20181008,HHS Region 4,Season peak week,20190204
20181008,HHS Region 4,Season peak percentage,5.9
20181008,HHS Region 4,1 wk ahead,1.4
20181008,HHS Region 4,2 wk ahead,1.7
20181008,HHS Region 4,3 wk ahead,1.8
20181008,HHS Region 4,4 wk ahead,1.9
20181008,HHS Region 5,Season onset,20181217
20181008,HHS Region 5,Season peak week,20190311
20181008,HHS Region 5,Season peak percentage,3.6
20181008,HHS Region 5,1 wk ahead,1
20181008,HHS Region 5,2 wk ahead,1.2
20181008,HHS Region 5,3 wk ahead,1.3
20181008,HHS Region 5,4 wk ahead,1.3
20181008,HHS Region 6,Season onset,20181217
20181008,HHS Region 6,Season peak week,20190211
20181008,HHS Region 6,Season peak percentage,10.1
20181008,HHS Region 6,1 wk ahead,2.2
20181008,HHS Region 6,2 wk ahead,2.5
20181008,HHS Region 6,3 wk ahead,2.8
20181008,HHS Region 6,4 wk ahead,3
20181008,HHS Region 7,Season onset,20181210
20181008,HHS Region 7,Season peak week,20190311
20181008,HHS Region 7,Season peak percentage,5.7
20181008,HHS Region 7,1 wk ahead,0.9
20181008,HHS Region 7,2 wk ahead,1.1
20181008,HHS Region 7,3 wk ahead,1.3
20181008,HHS Region 7,4 wk ahead,1.3
20181008,HHS Region 8,Season onset,20181112
20181008,HHS Region 8,Season peak week,20190218
20181008,HHS Region 8,Season peak percentage,5.9
20181008,HHS Region 8,1 wk ahead,1.8
20181008,HHS Region 8,2 wk ahead,1.7
20181008,HHS Region 8,3 wk ahead,1.8
20181008,HHS Region 8,4 wk ahead,2
20181008,HHS Region 9,Season onset,20181126
20181008,HHS Region 9,Season peak week,20190211
20181008,HHS Region 9,Season peak percentage,3.7
20181008,HHS Region 9,1 wk ahead,1.4
20181008,HHS Region 9,2 wk ahead,1.5
20181008,HHS Region 9,3 wk ahead,1.7
20181008,HHS Region 9,4 wk ahead,1.8
20181008,HHS Region 10,Season onset,20181210
20181008,HHS Region 10,Season peak week,20190311
20181008,HHS Region 10,Season peak percentage,4.3
20181008,HHS Region 10,1 wk ahead,0.6
20181008,HHS Region 10,2 wk ahead,0.6
20181008,HHS Region 10,3 wk ahead,0.7
20181008,HHS Region 10,4 wk ahead,0.7
20181015,US National,Season onset,20181203
20181015,US National,Season peak week,20190211
20181015,US National,Season peak percentage,5.1
20181015,US National,1 wk ahead,1.6
20181015,US National,2 wk ahead,1.8
20181015,US National,3 wk ahead,1.9
20181015,US National,4 wk ahead,2
20181015,HHS Region 1,Season onset,20181203
20181015,HHS Region 1,Season peak week,20190204
20181015,HHS Region 1,Season peak percentage,3.9
20181015,HHS Region 1,1 wk ahead,1.2
20181015,HHS Region 1,2 wk ahead,1.2
20181015,HHS Region 1,3 wk ahead,1.4
20181015,HHS Region 1,4 wk ahead,1.3
20181015,HHS Region 2,Season onset,20181203
20181015,HHS Region 2,Season peak week,20190211
20181015,HHS Region 2,Season peak percentage,5.2
20181015,HHS Region 2,1 wk ahead,2.6
20181015,HHS Region 2,2 wk ahead,2.5
20181015,HHS Region 2,3 wk ahead,2.6
20181015,HHS Region 2,4 wk ahead,2.8
20181015,HHS Region 3,Season onset,20181210
20181015,HHS Region 3,Season peak week,20190218
20181015,HHS Region 3,Season peak percentage,4.6
20181015,HHS Region 3,1 wk ahead,1.3
20181015,HHS Region 3,2 wk ahead,1.5
20181015,HHS Region 3,3 wk ahead,1.6
20181015,HHS Region 3,4 wk ahead,1.5
20181015,HHS Region 4,Season onset,20181119
20181015,HHS Region 4,Season peak week,20190204
20181015,HHS Region 4,Season peak percentage,5.9
20181015,HHS Region 4,1 wk ahead,1.7
20181015,HHS Region 4,2 wk ahead,1.8
20181015,HHS Region 4,3 wk ahead,1.9
20181015,HHS Region 4,4 wk ahead,2
20181015,HHS Region 5,Season onset,20181217
20181015,HHS Region 5,Season peak week,20190311
20181015,HHS Region 5,Season peak percentage,3.6
20181015,HHS Region 5,1 wk ahead,1.2
20181015,HHS Region 5,2 wk ahead,1.3
20181015,HHS Region 5,3 wk ahead,1.3
20181015,HHS Region 5,4 wk ahead,1.3
20181015,HHS Region 6,Season onset,20181217
20181015,HHS Region 6,Season peak week,20190211
20181015,HHS Region 6,Season peak percentage,10.1
20181015,HHS Region 6,1 wk ahead,2.5
20181015,HHS Region 6,2 wk ahead,2.8
20181015,HHS Region 6,3 wk ahead,3
20181015,HHS Region 6,4 wk ahead,3.3
20181015,HHS Region 7,Season onset,20181210
20181015,HHS Region 7,Season peak week,20190311
20181015,HHS Region 7,Season peak percentage,5.7
20181015,HHS Region 7,1 wk ahead,1.1
20181015,HHS Region 7,2 wk ahead,1.3
20181015,HHS Region 7,3 wk ahead,1.3
20181015,HHS Region 7,4 wk ahead,1
20181015,HHS Region 8,Season onset,20181112
20181015,HHS Region 8,Season peak week,20190218
20181015,HHS Region 8,Season peak percentage,5.9
20181015,HHS Region 8,1 wk ahead,1.7
20181015,HHS Region 8,2 wk ahead,1.8
20181015,HHS Region 8,3 wk ahead,2
20181015,HHS Region 8,4 wk ahead,2.2
20181015,HHS Region 9,Season onset,20181126
20181015,HHS Region 9,Season peak week,20190211
20181015,HHS Region 9,Season peak percentage,3.7
20181015,HHS Region 9,1 wk ahead,1.5
20181015,HHS Region 9,2 wk ahead,1.7
20181015,HHS Region 9,3 wk ahead,1.8
20181015,HHS Region 9,4 wk ahead,2
20181015,HHS Region 10,Season onset,20181210
20181015,HHS Region 10,Season peak week,20190311
20181015,HHS Region 10,Season peak percentage,4.3
20181015,HHS Region 10,1 wk ahead,0.6
20181015,HHS Region 10,2 wk ahead,0.7
20181015,HHS Region 10,3 wk ahead,0.7
20181015,HHS Region 10,4 wk ahead,0.9
20181022,US National,Season onset,20181203
20181022,US National,Season peak week,20190211
20181022,US National,Season peak percentage,5.1
20181022,US National,1 wk ahead,1.8
20181022,US National,2 wk ahead,1.9
20181022,US National,3 wk ahead,2
20181022,US National,4 wk ahead,2.2
20181022,HHS Region 1,Season onset,20181203
20181022,HHS Region 1,Season peak week,20190204
20181022,HHS Region 1,Season peak percentage,3.9
20181022,HHS Region 1,1 wk ahead,1.2
20181022,HHS Region 1,2 wk ahead,1.4
20181022,HHS Region 1,3 wk ahead,1.3
20181022,HHS Region 1,4 wk ahead,1.6
20181022,HHS Region 2,Season onset,20181203
20181022,HHS Region 2,Season peak week,20190211
20181022,HHS Region 2,Season peak percentage,5.2
20181022,HHS Region 2,1 wk ahead,2.5
20181022,HHS Region 2,2 wk ahead,2.6
20181022,HHS Region 2,3 wk ahead,2.8
20181022,HHS Region 2,4 wk ahead,3.1
20181022,HHS Region 3,Season onset,20181210
20181022,HHS Region 3,Season peak week,20190218
20181022,HHS Region 3,Season peak percentage,4.6
20181022,HHS Region 3,1 wk ahead,1.5
20181022,HHS Region 3,2 wk ahead,1.6
20181022,HHS Region 3,3 wk ahead,1.5
20181022,HHS Region 3,4 wk ahead,1.8
20181022,HHS Region 4,Season onset,20181119
20181022,HHS Region 4,Season peak week,20190204
20181022,HHS Region 4,Season peak percentage,5.9
20181022,HHS Region 4,1 wk ahead,1.8
20181022,HHS Region 4,2 wk ahead,1.9
20181022,HHS Region 4,3 wk ahead,2
20181022,HHS Region 4,4 wk ahead,2.3
20181022,HHS Region 5,Season onset,20181217
20181022,HHS Region 5,Season peak week,20190311
20181022,HHS Region 5,Season peak percentage,3.6
20181022,HHS Region 5,1 wk ahead,1.3
20181022,HHS Region 5,2 wk ahead,1.3
20181022,HHS Region 5,3 wk ahead,1.3
20181022,HHS Region 5,4 wk ahead,1.6
20181022,HHS Region 6,Season onset,20181217
20181022,HHS Region 6,Season peak week,20190211
20181022,HHS Region 6,Season peak percentage,10.1
20181022,HHS Region 6,1 wk ahead,2.8
20181022,HHS Region 6,2 wk ahead,3
20181022,HHS Region 6,3 wk ahead,3.3
20181022,HHS Region 6,4 wk ahead,3.6
20181022,HHS Region 7,Season onset,20181210
20181022,HHS Region 7,Season peak week,20190311
20181022,HHS Region 7,Season peak percentage,5.7
20181022,HHS Region 7,1 wk ahead,1.3
20181022,HHS Region 7,2 wk ahead,1.3
20181022,HHS Region 7,3 wk ahead,1
20181022,HHS Region 7,4 wk ahead,1.4
20181022,HHS Region 8,Season onset,20181112
20181022,HHS Region 8,Season peak week,20190218
20181022,HHS Region 8,Season peak percentage,5.9
20181022,HHS Region 8,1 wk ahead,1.8
20181022,HHS Region 8,2 wk ahead,2
20181022,HHS Region 8,3 wk ahead,2.2
20181022,HHS Region 8,4 wk ahead,2.4
20181022,HHS Region 9,Season onset,20181126
20181022,HHS Region 9,Season peak week,20190211
20181022,HHS Region 9,Season peak percentage,3.7
20181022,HHS Region 9,1 wk ahead,1.7
20181022,HHS Region 9,2 wk ahead,1.8
20181022,HHS Region 9,3 wk ahead,2
20181022,HHS Region 9,4 wk ahead,2.1
20181022,HHS Region 10,Season onset,20181210
20181022,HHS Region 10,Season peak week,20190311
20181022,HHS Region 10,Season peak percentage,4.3
20181022,HHS Region 10,1 wk ahead,0.7
20181022,HHS Region 10,2 wk ahead,0.7
20181022,HHS Region 10,3 wk ahead,0.9
20181022,HHS Region 10,4 wk ahead,1
20181029,US National,Season onset,20181203
20181029,US National,Season peak week,20190211
20181029,US National,Season peak percentage,5.1
20181029,US National,1 wk ahead,1.9
20181029,US National,2 wk ahead,2
20181029,US National,3 wk ahead,2.2
20181029,US National,4 wk ahead,2.1
20181029,HHS Region 1,Season onset,20181203
20181029,HHS Region 1,Season peak week,20190204
20181029,HHS Region 1,Season peak percentage,3.9
20181029,HHS Region 1,1 wk ahead,1.4
20181029,HHS Region 1,2 wk ahead,1.3
20181029,HHS Region 1,3 wk ahead,1.6
20181029,HHS Region 1,4 wk ahead,1.4
20181029,HHS Region 2,Season onset,20181203
20181029,HHS Region 2,Season peak week,20190211
20181029,HHS Region 2,Season peak percentage,5.2
20181029,HHS Region 2,1 wk ahead,2.6
20181029,HHS Region 2,2 wk ahead,2.8
20181029,HHS Region 2,3 wk ahead,3.1
20181029,HHS Region 2,4 wk ahead,2.8
20181029,HHS Region 3,Season onset,20181210
20181029,HHS Region 3,Season peak week,20190218
20181029,HHS Region 3,Season peak percentage,4.6
20181029,HHS Region 3,1 wk ahead,1.6
20181029,HHS Region 3,2 wk ahead,1.5
20181029,HHS Region 3,3 wk ahead,1.8
20181029,HHS Region 3,4 wk ahead,1.7
20181029,HHS Region 4,Season onset,20181119
20181029,HHS Region 4,Season peak week,20190204
20181029,HHS Region 4,Season peak percentage,5.9
20181029,HHS Region 4,1 wk ahead,1.9
20181029,HHS Region 4,2 wk ahead,2
20181029,HHS Region 4,3 wk ahead,2.3
20181029,HHS Region 4,4 wk ahead,2.2
20181029,HHS Region 5,Season onset,20181217
20181029,HHS Region 5,Season peak week,20190311
20181029,HHS Region 5,Season peak percentage,3.6
20181029,HHS Region 5,1 wk ahead,1.3
20181029,HHS Region 5,2 wk ahead,1.3
20181029,HHS Region 5,3 wk ahead,1.6
20181029,HHS Region 5,4 wk ahead,1.5
20181029,HHS Region 6,Season onset,20181217
20181029,HHS Region 6,Season peak week,20190211
20181029,HHS Region 6,Season peak percentage,10.1
20181029,HHS Region 6,1 wk ahead,3
20181029,HHS Region 6,2 wk ahead,3.3
20181029,HHS Region 6,3 wk ahead,3.6
20181029,HHS Region 6,4 wk ahead,3.4
20181029,HHS Region 7,Season onset,20181210
20181029,HHS Region 7,Season peak week,20190311
20181029,HHS Region 7,Season peak percentage,5.7
20181029,HHS Region 7,1 wk ahead,1.3
20181029,HHS Region 7,2 wk ahead,1
20181029,HHS Region 7,3 wk ahead,1.4
20181029,HHS Region 7,4 wk ahead,1.4
20181029,HHS Region 8,Season onset,20181112
20181029,HHS Region 8,Season peak week,20190218
20181029,HHS Region 8,Season peak percentage,5.9
20181029,HHS Region 8,1 wk ahead,2
20181029,HHS Region 8,2 wk ahead,2.2
20181029,HHS Region 8,3 wk ahead,2.4
20181029,HHS Region 8,4 wk ahead,2.5
20181029,HHS Region 9,Season onset,20181126
20181029,HHS Region 9,Season peak week,20190211
20181029,HHS Region 9,Season peak percentage,3.7
20181029,HHS Region 9,1 wk ahead,1.8
20181029,HHS Region 9,2 wk ahead,2
20181029,HHS Region 9,3 wk ahead,2.1
20181029,HHS Region 9,4 wk ahead,2.3
20181029,HHS Region 10,Season onset,20181210
20181029,HHS Region 10,Season peak week,20190311
20181029,HHS Region 10,Season peak percentage,4.3
20181029,HHS Region 10,1 wk ahead,0.7
20181029,HHS Region 10,2 wk ahead,0.9
20181029,HHS Region 10,3 wk ahead,1
20181029,HHS Region 10,4 wk ahead,0.9
20181105,US National,Season onset,20181203
20181105,US National,Season peak week,20190211
20181105,US National,Season peak percentage,5.1
20181105,US National,1 wk ahead,2
20181105,US National,2 wk ahead,2.2
20181105,US National,3 wk ahead,2.1
20181105,US National,4 wk ahead,2.3
20181105,HHS Region 1,Season onset,20181203
20181105,HHS Region 1,Season peak week,20190204
20181105,HHS Region 1,Season peak percentage,3.9
20181105,HHS Region 1,1 wk ahead,1.3
20181105,HHS Region 1,2 wk ahead,1.6
20181105,HHS Region 1,3 wk ahead,1.4
20181105,HHS Region 1,4 wk ahead,1.9
20181105,HHS Region 2,Season onset,20181203
20181105,HHS Region 2,Season peak week,20190211
20181105,HHS Region 2,Season peak percentage,5.2
20181105,HHS Region 2,1 wk ahead,2.8
20181105,HHS Region 2,2 wk ahead,3.1
20181105,HHS Region 2,3 wk ahead,2.8
20181105,HHS Region 2,4 wk ahead,3.3
20181105,HHS Region 3,Season onset,20181210
20181105,HHS Region 3,Season peak week,20190218
20181105,HHS Region 3,Season peak percentage,4.6
20181105,HHS Region 3,1 wk ahead,1.5
20181105,HHS Region 3,2 wk ahead,1.8
20181105,HHS Region 3,3 wk ahead,1.7
20181105,HHS Region 3,4 wk ahead,1.7
20181105,HHS Region 4,Season onset,20181119
20181105,HHS Region 4,Season peak week,20190204
20181105,HHS Region 4,Season peak percentage,5.9
20181105,HHS Region 4,1 wk ahead,2
20181105,HHS Region 4,2 wk ahead,2.3
20181105,HHS Region 4,3 wk ahead,2.2
20181105,HHS Region 4,4 wk ahead,2.3
20181105,HHS Region 5,Season onset,20181217
20181105,HHS Region 5,Season peak week,20190311
20181105,HHS Region 5,Season peak percentage,3.6
20181105,HHS Region 5,1 wk ahead,1.3
20181105,HHS Region 5,2 wk ahead,1.6
20181105,HHS Region 5,3 wk ahead,1.5
20181105,HHS Region 5,4 wk ahead,1.5
20181105,HHS Region 6,Season onset,20181217
20181105,HHS Region 6,Season peak week,20190211
20181105,HHS Region 6,Season peak percentage,10.1
20181105,HHS Region 6,1 wk ahead,3.3
20181105,HHS Region 6,2 wk ahead,3.6
20181105,HHS Region 6,3 wk ahead,3.4
20181105,HHS Region 6,4 wk ahead,3.3
20181105,HHS Region 7,Season onset,20181210
20181105,HHS Region 7,Season peak week,20190311
20181105,HHS Region 7,Season peak percentage,5.7
20181105,HHS Region 7,1 wk ahead,1
20181105,HHS Region 7,2 wk ahead,1.4
20181105,HHS Region 7,3 wk ahead,1.4
20181105,HHS Region 7,4 wk ahead,1.4
20181105,HHS Region 8,Season onset,20181112
20181105,HHS Region 8,Season peak week,20190218
20181105,HHS Region 8,Season peak percentage,5.9
20181105,HHS Region 8,1 wk ahead,2.2
20181105,HHS Region 8,2 wk ahead,2.4
20181105,HHS Region 8,3 wk ahead,2.5
20181105,HHS Region 8,4 wk ahead,2.7
20181105,HHS Region 9,Season onset,20181126
20181105,HHS Region 9,Season peak week,20190211
20181105,HHS Region 9,Season peak percentage,3.7
20181105,HHS Region 9,1 wk ahead,2
20181105,HHS Region 9,2 wk ahead,2.1
20181105,HHS Region 9,3 wk ahead,2.3
20181105,HHS Region 9,4 wk ahead,2.4
20181105,HHS Region 10,Season onset,20181210
20181105,HHS Region 10,Season peak week,20190311
20181105,HHS Region 10,Season peak percentage,4.3
20181105,HHS Region 10,1 wk ahead,0.9
20181105,HHS Region 10,2 wk ahead,1
20181105,HHS Region 10,3 wk ahead,0.9
20181105,HHS Region 10,4 wk ahead,0.9
20181112,US National,Season onset,20181203
20181112,US National,Season peak week,20190211
20181112,US National,Season peak percentage,5.1
20181112,US National,1 wk ahead,2.2
20181112,US National,2 wk ahead,2.1
20181112,US National,3 wk ahead,2.3
20181112,US National,4 wk ahead,2.6
20181112,HHS Region 1,Season onset,20181203
20181112,HHS Region 1,Season peak week,20190204
20181112,HHS Region 1,Season peak percentage,3.9
20181112,HHS Region 1,1 wk ahead,1.6
20181112,HHS Region 1,2 wk ahead,1.4
20181112,HHS Region 1,3 wk ahead,1.9
20181112,HHS Region 1,4 wk ahead,1.9
20181112,HHS Region 2,Season onset,20181203
20181112,HHS Region 2,Season peak week,20190211
20181112,HHS Region 2,Season peak percentage,5.2
20181112,HHS Region 2,1 wk ahead,3.1
20181112,HHS Region 2,2 wk ahead,2.8
20181112,HHS Region 2,3 wk ahead,3.3
20181112,HHS Region 2,4 wk ahead,3.7
20181112,HHS Region 3,Season onset,20181210
20181112,HHS Region 3,Season peak week,20190218
20181112,HHS Region 3,Season peak percentage,4.6
20181112,HHS Region 3,1 wk ahead,1.8
20181112,HHS Region 3,2 wk ahead,1.7
20181112,HHS Region 3,3 wk ahead,1.7
20181112,HHS Region 3,4 wk ahead,2.1
20181112,HHS Region 4,Season onset,20181119
20181112,HHS Region 4,Season peak week,20190204
20181112,HHS Region 4,Season peak percentage,5.9
20181112,HHS Region 4,1 wk ahead,2.3
20181112,HHS Region 4,2 wk ahead,2.2
20181112,HHS Region 4,3 wk ahead,2.3
20181112,HHS Region 4,4 wk ahead,2.8
20181112,HHS Region 5,Season onset,20181217
20181112,HHS Region 5,Season peak week,20190311
20181112,HHS Region 5,Season peak percentage,3.6
20181112,HHS Region 5,1 wk ahead,1.6
20181112,HHS Region 5,2 wk ahead,1.5
20181112,HHS Region 5,3 wk ahead,1.5
20181112,HHS Region 5,4 wk ahead,1.7
20181112,HHS Region 6,Season onset,20181217
20181112,HHS Region 6,Season peak week,20190211
20181112,HHS Region 6,Season peak percentage,10.1
20181112,HHS Region 6,1 wk ahead,3.6
20181112,HHS Region 6,2 wk ahead,3.4
20181112,HHS Region 6,3 wk ahead,3.3
20181112,HHS Region 6,4 wk ahead,3.9
20181112,HHS Region 7,Season onset,20181210
20181112,HHS Region 7,Season peak week,20190311
20181112,HHS Region 7,Season peak percentage,5.7
20181112,HHS Region 7,1 wk ahead,1.4
20181112,HHS Region 7,2 wk ahead,1.4
20181112,HHS Region 7,3 wk ahead,1.4
20181112,HHS Region 7,4 wk ahead,2
20181112,HHS Region 8,Season onset,20181112
20181112,HHS Region 8,Season peak week,20190218
20181112,HHS Region 8,Season peak percentage,5.9
20181112,HHS Region 8,1 wk ahead,2.4
20181112,HHS Region 8,2 wk ahead,2.5
20181112,HHS Region 8,3 wk ahead,2.7
20181112,HHS Region 8,4 wk ahead,3.3
20181112,HHS Region 9,Season onset,20181126
20181112,HHS Region 9,Season peak week,20190211
20181112,HHS Region 9,Season peak percentage,3.7
20181112,HHS Region 9,1 wk ahead,2.1
20181112,HHS Region 9,2 wk ahead,2.3
20181112,HHS Region 9,3 wk ahead,2.4
20181112,HHS Region 9,4 wk ahead,2.8
20181112,HHS Region 10,Season onset,20181210
20181112,HHS Region 10,Season peak week,20190311
20181112,HHS Region 10,Season peak percentage,4.3
20181112,HHS Region 10,1 wk ahead,1
20181112,HHS Region 10,2 wk ahead,0.9
20181112,HHS Region 10,3 wk ahead,0.9
20181112,HHS Region 10,4 wk ahead,1.1
20181119,US National,Season onset,20181203
20181119,US National,Season peak week,20190211
20181119,US National,Season peak percentage,5.1
20181119,US National,1 wk ahead,2.1
20181119,US National,2 wk ahead,2.3
20181119,US National,3 wk ahead,2.6
20181119,US National,4 wk ahead,3.1
20181119,HHS Region 1,Season onset,20181203
20181119,HHS Region 1,Season peak week,20190204
20181119,HHS Region 1,Season peak percentage,3.9
20181119,HHS Region 1,1 wk ahead,1.4
20181119,HHS Region 1,2 wk ahead,1.9
20181119,HHS Region 1,3 wk ahead,1.9
20181119,HHS Region 1,4 wk ahead,2.4
20181119,HHS Region 2,Season onset,20181203
20181119,HHS Region 2,Season peak week,20190211
20181119,HHS Region 2,Season peak percentage,5.2
20181119,HHS Region 2,1 wk ahead,2.8
20181119,HHS Region 2,2 wk ahead,3.3
20181119,HHS Region 2,3 wk ahead,3.7
20181119,HHS Region 2,4 wk ahead,4.4
20181119,HHS Region 3,Season onset,20181210
20181119,HHS Region 3,Season peak week,20190218
20181119,HHS Region 3,Season peak percentage,4.6
20181119,HHS Region 3,1 wk ahead,1.7
20181119,HHS Region 3,2 wk ahead,1.7
20181119,HHS Region 3,3 wk ahead,2.1
20181119,HHS Region 3,4 wk ahead,2.4
20181119,HHS Region 4,Season onset,20181119
20181119,HHS Region 4,Season peak week,20190204
20181119,HHS Region 4,Season peak percentage,5.9
20181119,HHS Region 4,1 wk ahead,2.2
20181119,HHS Region 4,2 wk ahead,2.3
20181119,HHS Region 4,3 wk ahead,2.8
20181119,HHS Region 4,4 wk ahead,3.2
20181119,HHS Region 5,Season onset,20181217
20181119,HHS Region 5,Season peak week,20190311
20181119,HHS Region 5,Season peak percentage,3.6
20181119,HHS Region 5,1 wk ahead,1.5
20181119,HHS Region 5,2 wk ahead,1.5
20181119,HHS Region 5,3 wk ahead,1.7
20181119,HHS Region 5,4 wk ahead,2.2
20181119,HHS Region 6,Season onset,20181217
20181119,HHS Region 6,Season peak week,20190211
20181119,HHS Region 6,Season peak percentage,10.1
20181119,HHS Region 6,1 wk ahead,3.4
20181119,HHS Region 6,2 wk ahead,3.3
20181119,HHS Region 6,3 wk ahead,3.9
20181119,HHS Region 6,4 wk ahead,4.6
20181119,HHS Region 7,Season onset,20181210
20181119,HHS Region 7,Season peak week,20190311
20181119,HHS Region 7,Season peak percentage,5.7
20181119,HHS Region 7,1 wk ahead,1.4
20181119,HHS Region 7,2 wk ahead,1.4
20181119,HHS Region 7,3 wk ahead,2
20181119,HHS Region 7,4 wk ahead,2.4
20181119,HHS Region 8,Season onset,20181112
20181119,HHS Region 8,Season peak week,20190218
20181119,HHS Region 8,Season peak percentage,5.9
20181119,HHS Region 8,1 wk ahead,2.5
20181119,HHS Region 8,2 wk ahead,2.7
20181119,HHS Region 8,3 wk ahead,3.3
20181119,HHS Region 8,4 wk ahead,3.9
20181119,HHS Region 9,Season onset,20181126
20181119,HHS Region 9,Season peak week,20190211
20181119,HHS Region 9,Season peak percentage,3.7
20181119,HHS Region 9,1 wk ahead,2.3
20181119,HHS Region 9,2 wk ahead,2.4
20181119,HHS Region 9,3 wk ahead,2.8
20181119,HHS Region 9,4 wk ahead,3
20181119,HHS Region 10,Season onset,20181210
20181119,HHS Region 10,Season peak week,20190311
20181119,HHS Region 10,Season peak percentage,4.3
20181119,HHS Region 10,1 wk ahead,0.9
20181119,HHS Region 10,2 wk ahead,0.9
20181119,HHS Region 10,3 wk ahead,1.1
20181119,HHS Region 10,4 wk ahead,1.2
20181126,US National,Season onset,20181203
20181126,US National,Season peak week,20190211
20181126,US National,Season peak percentage,5.1
20181126,US National,1 wk ahead,2.3
20181126,US National,2 wk ahead,2.6
20181126,US National,3 wk ahead,3.1
20181126,US National,4 wk ahead,4
20181126,HHS Region 1,Season onset,20181203
20181126,HHS Region 1,Season peak week,20190204
20181126,HHS Region 1,Season peak percentage,3.9
20181126,HHS Region 1,1 wk ahead,1.9
20181126,HHS Region 1,2 wk ahead,1.9
20181126,HHS Region 1,3 wk ahead,2.4
20181126,HHS Region 1,4 wk ahead,3.3
20181126,HHS Region 2,Season onset,20181203
