timezero,location,target,value
20140414,HHS Region 3,3 wk ahead,1.2
20140414,HHS Region 3,4 wk ahead,1.3
20140414,HHS Region 4,Season onset,20131125
20140414,HHS Region 4,Season peak week,20131223
20140414,HHS Region 4,Season peak percentage,4.6
20140414,HHS Region 4,1 wk ahead,0.8
20140414,HHS Region 4,2 wk ahead,0.7
20140414,HHS Region 4,3 wk ahead,0.8
20140414,HHS Region 4,4 wk ahead,0.7
20140414,HHS Region 5,Season onset,20131125
20140414,HHS Region 5,Season peak week,20131223
20140414,HHS Region 5,Season peak percentage,3.6
20140414,HHS Region 5,1 wk ahead,1.2
20140414,HHS Region 5,2 wk ahead,1.2
20140414,HHS Region 5,3 wk ahead,1.3
20140414,HHS Region 5,4 wk ahead,1.2
20140414,HHS Region 6,Season onset,20131104
20140414,HHS Region 6,Season peak week,20131223
20140414,HHS Region 6,Season peak percentage,9.9
20140414,HHS Region 6,1 wk ahead,2.5
20140414,HHS Region 6,2 wk ahead,2.1
20140414,HHS Region 6,3 wk ahead,2.1
20140414,HHS Region 6,4 wk ahead,2.4
20140414,HHS Region 7,Season onset,20131216
20140414,HHS Region 7,Season peak week,20131223
20140414,HHS Region 7,Season peak percentage,4.5
20140414,HHS Region 7,1 wk ahead,0.7
20140414,HHS Region 7,2 wk ahead,0.5
20140414,HHS Region 7,3 wk ahead,0.6
20140414,HHS Region 7,4 wk ahead,0.5
20140414,HHS Region 8,Season onset,20131202
20140414,HHS Region 8,Season peak week,20131223
20140414,HHS Region 8,Season peak percentage,3.7
20140414,HHS Region 8,1 wk ahead,1
20140414,HHS Region 8,2 wk ahead,0.8
20140414,HHS Region 8,3 wk ahead,0.6
20140414,HHS Region 8,4 wk ahead,0.7
20140414,HHS Region 9,Season onset,20131216
20140414,HHS Region 9,Season peak week,20140120
20140414,HHS Region 9,Season peak percentage,4.7
20140414,HHS Region 9,1 wk ahead,1.6
20140414,HHS Region 9,2 wk ahead,1.6
20140414,HHS Region 9,3 wk ahead,1.6
20140414,HHS Region 9,4 wk ahead,1.7
20140414,HHS Region 10,Season onset,20131216
20140414,HHS Region 10,Season peak week,20131230
20140414,HHS Region 10,Season peak percentage,4
20140414,HHS Region 10,1 wk ahead,0.8
20140414,HHS Region 10,2 wk ahead,0.5
20140414,HHS Region 10,3 wk ahead,0.8
20140414,HHS Region 10,4 wk ahead,0.7
20140421,US National,Season onset,20131125
20140421,US National,Season peak week,20131223
20140421,US National,Season peak percentage,4.6
20140421,US National,1 wk ahead,1.3
20140421,US National,2 wk ahead,1.4
20140421,US National,3 wk ahead,1.3
20140421,US National,4 wk ahead,1.3
20140421,HHS Region 1,Season onset,20131216
20140421,HHS Region 1,Season peak week,20140203
20140421,HHS Region 1,Season peak percentage,2.2
20140421,HHS Region 1,1 wk ahead,1.3
20140421,HHS Region 1,2 wk ahead,1.3
20140421,HHS Region 1,3 wk ahead,1.1
20140421,HHS Region 1,4 wk ahead,0.5
20140421,HHS Region 2,Season onset,20131216
20140421,HHS Region 2,Season peak week,20140203
20140421,HHS Region 2,Season peak percentage,3.4
20140421,HHS Region 2,1 wk ahead,1.9
20140421,HHS Region 2,2 wk ahead,2.3
20140421,HHS Region 2,3 wk ahead,2.1
20140421,HHS Region 2,4 wk ahead,2
20140421,HHS Region 3,Season onset,20131216
20140421,HHS Region 3,Season peak week,20131230
20140421,HHS Region 3,Season peak percentage,3.6
20140421,HHS Region 3,1 wk ahead,1.1
20140421,HHS Region 3,2 wk ahead,1.2
20140421,HHS Region 3,3 wk ahead,1.3
20140421,HHS Region 3,4 wk ahead,1.3
20140421,HHS Region 4,Season onset,20131125
20140421,HHS Region 4,Season peak week,20131223
20140421,HHS Region 4,Season peak percentage,4.6
20140421,HHS Region 4,1 wk ahead,0.7
20140421,HHS Region 4,2 wk ahead,0.8
20140421,HHS Region 4,3 wk ahead,0.7
20140421,HHS Region 4,4 wk ahead,0.8
20140421,HHS Region 5,Season onset,20131125
20140421,HHS Region 5,Season peak week,20131223
20140421,HHS Region 5,Season peak percentage,3.6
20140421,HHS Region 5,1 wk ahead,1.2
20140421,HHS Region 5,2 wk ahead,1.3
20140421,HHS Region 5,3 wk ahead,1.2
20140421,HHS Region 5,4 wk ahead,1.3
20140421,HHS Region 6,Season onset,20131104
20140421,HHS Region 6,Season peak week,20131223
20140421,HHS Region 6,Season peak percentage,9.9
20140421,HHS Region 6,1 wk ahead,2.1
20140421,HHS Region 6,2 wk ahead,2.1
20140421,HHS Region 6,3 wk ahead,2.4
20140421,HHS Region 6,4 wk ahead,2.2
20140421,HHS Region 7,Season onset,20131216
20140421,HHS Region 7,Season peak week,20131223
20140421,HHS Region 7,Season peak percentage,4.5
20140421,HHS Region 7,1 wk ahead,0.5
20140421,HHS Region 7,2 wk ahead,0.6
20140421,HHS Region 7,3 wk ahead,0.5
20140421,HHS Region 7,4 wk ahead,0.5
20140421,HHS Region 8,Season onset,20131202
20140421,HHS Region 8,Season peak week,20131223
20140421,HHS Region 8,Season peak percentage,3.7
20140421,HHS Region 8,1 wk ahead,0.8
20140421,HHS Region 8,2 wk ahead,0.6
20140421,HHS Region 8,3 wk ahead,0.7
20140421,HHS Region 8,4 wk ahead,0.6
20140421,HHS Region 9,Season onset,20131216
20140421,HHS Region 9,Season peak week,20140120
20140421,HHS Region 9,Season peak percentage,4.7
20140421,HHS Region 9,1 wk ahead,1.6
20140421,HHS Region 9,2 wk ahead,1.6
20140421,HHS Region 9,3 wk ahead,1.7
20140421,HHS Region 9,4 wk ahead,1.8
20140421,HHS Region 10,Season onset,20131216
20140421,HHS Region 10,Season peak week,20131230
20140421,HHS Region 10,Season peak percentage,4
20140421,HHS Region 10,1 wk ahead,0.5
20140421,HHS Region 10,2 wk ahead,0.8
20140421,HHS Region 10,3 wk ahead,0.7
20140421,HHS Region 10,4 wk ahead,0.6
20140428,US National,Season onset,20131125
20140428,US National,Season peak week,20131223
20140428,US National,Season peak percentage,4.6
20140428,US National,1 wk ahead,1.4
20140428,US National,2 wk ahead,1.3
20140428,US National,3 wk ahead,1.3
20140428,US National,4 wk ahead,1.2
20140428,HHS Region 1,Season onset,20131216
20140428,HHS Region 1,Season peak week,20140203
20140428,HHS Region 1,Season peak percentage,2.2
20140428,HHS Region 1,1 wk ahead,1.3
20140428,HHS Region 1,2 wk ahead,1.1
20140428,HHS Region 1,3 wk ahead,0.5
20140428,HHS Region 1,4 wk ahead,0.5
20140428,HHS Region 2,Season onset,20131216
20140428,HHS Region 2,Season peak week,20140203
20140428,HHS Region 2,Season peak percentage,3.4
20140428,HHS Region 2,1 wk ahead,2.3
20140428,HHS Region 2,2 wk ahead,2.1
20140428,HHS Region 2,3 wk ahead,2
20140428,HHS Region 2,4 wk ahead,2.2
20140428,HHS Region 3,Season onset,20131216
20140428,HHS Region 3,Season peak week,20131230
20140428,HHS Region 3,Season peak percentage,3.6
20140428,HHS Region 3,1 wk ahead,1.2
20140428,HHS Region 3,2 wk ahead,1.3
20140428,HHS Region 3,3 wk ahead,1.3
20140428,HHS Region 3,4 wk ahead,1.1
20140428,HHS Region 4,Season onset,20131125
20140428,HHS Region 4,Season peak week,20131223
20140428,HHS Region 4,Season peak percentage,4.6
20140428,HHS Region 4,1 wk ahead,0.8
20140428,HHS Region 4,2 wk ahead,0.7
20140428,HHS Region 4,3 wk ahead,0.8
20140428,HHS Region 4,4 wk ahead,0.7
20140428,HHS Region 5,Season onset,20131125
20140428,HHS Region 5,Season peak week,20131223
20140428,HHS Region 5,Season peak percentage,3.6
20140428,HHS Region 5,1 wk ahead,1.3
20140428,HHS Region 5,2 wk ahead,1.2
20140428,HHS Region 5,3 wk ahead,1.3
20140428,HHS Region 5,4 wk ahead,0.8
20140428,HHS Region 6,Season onset,20131104
20140428,HHS Region 6,Season peak week,20131223
20140428,HHS Region 6,Season peak percentage,9.9
20140428,HHS Region 6,1 wk ahead,2.1
20140428,HHS Region 6,2 wk ahead,2.4
20140428,HHS Region 6,3 wk ahead,2.2
20140428,HHS Region 6,4 wk ahead,2.2
20140428,HHS Region 7,Season onset,20131216
20140428,HHS Region 7,Season peak week,20131223
20140428,HHS Region 7,Season peak percentage,4.5
20140428,HHS Region 7,1 wk ahead,0.6
20140428,HHS Region 7,2 wk ahead,0.5
20140428,HHS Region 7,3 wk ahead,0.5
20140428,HHS Region 7,4 wk ahead,0.5
20140428,HHS Region 8,Season onset,20131202
20140428,HHS Region 8,Season peak week,20131223
20140428,HHS Region 8,Season peak percentage,3.7
20140428,HHS Region 8,1 wk ahead,0.6
20140428,HHS Region 8,2 wk ahead,0.7
20140428,HHS Region 8,3 wk ahead,0.6
20140428,HHS Region 8,4 wk ahead,0.6
20140428,HHS Region 9,Season onset,20131216
20140428,HHS Region 9,Season peak week,20140120
20140428,HHS Region 9,Season peak percentage,4.7
20140428,HHS Region 9,1 wk ahead,1.6
20140428,HHS Region 9,2 wk ahead,1.7
20140428,HHS Region 9,3 wk ahead,1.8
20140428,HHS Region 9,4 wk ahead,1.7
20140428,HHS Region 10,Season onset,20131216
20140428,HHS Region 10,Season peak week,20131230
20140428,HHS Region 10,Season peak percentage,4
20140428,HHS Region 10,1 wk ahead,0.8
20140428,HHS Region 10,2 wk ahead,0.7
20140428,HHS Region 10,3 wk ahead,0.6
20140428,HHS Region 10,4 wk ahead,0.4
20140505,US National,Season onset,20131125
20140505,US National,Season peak week,20131223
20140505,US National,Season peak percentage,4.6
20140505,US National,1 wk ahead,1.3
20140505,US National,2 wk ahead,1.3
20140505,US National,3 wk ahead,1.2
20140505,US National,4 wk ahead,1.2
20140505,HHS Region 1,Season onset,20131216
20140505,HHS Region 1,Season peak week,20140203
20140505,HHS Region 1,Season peak percentage,2.2
20140505,HHS Region 1,1 wk ahead,1.1
20140505,HHS Region 1,2 wk ahead,0.5
20140505,HHS Region 1,3 wk ahead,0.5
20140505,HHS Region 1,4 wk ahead,0.6
20140505,HHS Region 2,Season onset,20131216
20140505,HHS Region 2,Season peak week,20140203
20140505,HHS Region 2,Season peak percentage,3.4
20140505,HHS Region 2,1 wk ahead,2.1
20140505,HHS Region 2,2 wk ahead,2
20140505,HHS Region 2,3 wk ahead,2.2
20140505,HHS Region 2,4 wk ahead,2.4
20140505,HHS Region 3,Season onset,20131216
20140505,HHS Region 3,Season peak week,20131230
20140505,HHS Region 3,Season peak percentage,3.6
20140505,HHS Region 3,1 wk ahead,1.3
20140505,HHS Region 3,2 wk ahead,1.3
20140505,HHS Region 3,3 wk ahead,1.1
20140505,HHS Region 3,4 wk ahead,1.1
20140505,HHS Region 4,Season onset,20131125
20140505,HHS Region 4,Season peak week,20131223
20140505,HHS Region 4,Season peak percentage,4.6
20140505,HHS Region 4,1 wk ahead,0.7
20140505,HHS Region 4,2 wk ahead,0.8
20140505,HHS Region 4,3 wk ahead,0.7
20140505,HHS Region 4,4 wk ahead,0.8
20140505,HHS Region 5,Season onset,20131125
20140505,HHS Region 5,Season peak week,20131223
20140505,HHS Region 5,Season peak percentage,3.6
20140505,HHS Region 5,1 wk ahead,1.2
20140505,HHS Region 5,2 wk ahead,1.3
20140505,HHS Region 5,3 wk ahead,0.8
20140505,HHS Region 5,4 wk ahead,1
20140505,HHS Region 6,Season onset,20131104
20140505,HHS Region 6,Season peak week,20131223
20140505,HHS Region 6,Season peak percentage,9.9
20140505,HHS Region 6,1 wk ahead,2.4
20140505,HHS Region 6,2 wk ahead,2.2
20140505,HHS Region 6,3 wk ahead,2.2
20140505,HHS Region 6,4 wk ahead,2
20140505,HHS Region 7,Season onset,20131216
20140505,HHS Region 7,Season peak week,20131223
20140505,HHS Region 7,Season peak percentage,4.5
20140505,HHS Region 7,1 wk ahead,0.5
20140505,HHS Region 7,2 wk ahead,0.5
20140505,HHS Region 7,3 wk ahead,0.5
20140505,HHS Region 7,4 wk ahead,0.2
20140505,HHS Region 8,Season onset,20131202
20140505,HHS Region 8,Season peak week,20131223
20140505,HHS Region 8,Season peak percentage,3.7
20140505,HHS Region 8,1 wk ahead,0.7
20140505,HHS Region 8,2 wk ahead,0.6
20140505,HHS Region 8,3 wk ahead,0.6
20140505,HHS Region 8,4 wk ahead,0.4
20140505,HHS Region 9,Season onset,20131216
20140505,HHS Region 9,Season peak week,20140120
20140505,HHS Region 9,Season peak percentage,4.7
20140505,HHS Region 9,1 wk ahead,1.7
20140505,HHS Region 9,2 wk ahead,1.8
20140505,HHS Region 9,3 wk ahead,1.7
20140505,HHS Region 9,4 wk ahead,1.7
20140505,HHS Region 10,Season onset,20131216
20140505,HHS Region 10,Season peak week,20131230
20140505,HHS Region 10,Season peak percentage,4
20140505,HHS Region 10,1 wk ahead,0.7
20140505,HHS Region 10,2 wk ahead,0.6
20140505,HHS Region 10,3 wk ahead,0.4
20140505,HHS Region 10,4 wk ahead,0.4
20140512,US National,Season onset,20131125
20140512,US National,Season peak week,20131223
20140512,US National,Season peak percentage,4.6
20140512,US National,1 wk ahead,1.3
20140512,US National,2 wk ahead,1.2
20140512,US National,3 wk ahead,1.2
20140512,US National,4 wk ahead,1.2
20140512,HHS Region 1,Season onset,20131216
20140512,HHS Region 1,Season peak week,20140203
20140512,HHS Region 1,Season peak percentage,2.2
20140512,HHS Region 1,1 wk ahead,0.5
20140512,HHS Region 1,2 wk ahead,0.5
20140512,HHS Region 1,3 wk ahead,0.6
20140512,HHS Region 1,4 wk ahead,0.5
20140512,HHS Region 2,Season onset,20131216
20140512,HHS Region 2,Season peak week,20140203
20140512,HHS Region 2,Season peak percentage,3.4
20140512,HHS Region 2,1 wk ahead,2
20140512,HHS Region 2,2 wk ahead,2.2
20140512,HHS Region 2,3 wk ahead,2.4
20140512,HHS Region 2,4 wk ahead,2.5
20140512,HHS Region 3,Season onset,20131216
20140512,HHS Region 3,Season peak week,20131230
20140512,HHS Region 3,Season peak percentage,3.6
20140512,HHS Region 3,1 wk ahead,1.3
20140512,HHS Region 3,2 wk ahead,1.1
20140512,HHS Region 3,3 wk ahead,1.1
20140512,HHS Region 3,4 wk ahead,0.9
20140512,HHS Region 4,Season onset,20131125
20140512,HHS Region 4,Season peak week,20131223
20140512,HHS Region 4,Season peak percentage,4.6
20140512,HHS Region 4,1 wk ahead,0.8
20140512,HHS Region 4,2 wk ahead,0.7
20140512,HHS Region 4,3 wk ahead,0.8
20140512,HHS Region 4,4 wk ahead,0.7
20140512,HHS Region 5,Season onset,20131125
20140512,HHS Region 5,Season peak week,20131223
20140512,HHS Region 5,Season peak percentage,3.6
20140512,HHS Region 5,1 wk ahead,1.3
20140512,HHS Region 5,2 wk ahead,0.8
20140512,HHS Region 5,3 wk ahead,1
20140512,HHS Region 5,4 wk ahead,0.9
20140512,HHS Region 6,Season onset,20131104
20140512,HHS Region 6,Season peak week,20131223
20140512,HHS Region 6,Season peak percentage,9.9
20140512,HHS Region 6,1 wk ahead,2.2
20140512,HHS Region 6,2 wk ahead,2.2
20140512,HHS Region 6,3 wk ahead,2
20140512,HHS Region 6,4 wk ahead,1.7
20140512,HHS Region 7,Season onset,20131216
20140512,HHS Region 7,Season peak week,20131223
20140512,HHS Region 7,Season peak percentage,4.5
20140512,HHS Region 7,1 wk ahead,0.5
20140512,HHS Region 7,2 wk ahead,0.5
20140512,HHS Region 7,3 wk ahead,0.2
20140512,HHS Region 7,4 wk ahead,0.1
20140512,HHS Region 8,Season onset,20131202
20140512,HHS Region 8,Season peak week,20131223
20140512,HHS Region 8,Season peak percentage,3.7
20140512,HHS Region 8,1 wk ahead,0.6
20140512,HHS Region 8,2 wk ahead,0.6
20140512,HHS Region 8,3 wk ahead,0.4
20140512,HHS Region 8,4 wk ahead,0.6
20140512,HHS Region 9,Season onset,20131216
20140512,HHS Region 9,Season peak week,20140120
20140512,HHS Region 9,Season peak percentage,4.7
20140512,HHS Region 9,1 wk ahead,1.8
20140512,HHS Region 9,2 wk ahead,1.7
20140512,HHS Region 9,3 wk ahead,1.7
20140512,HHS Region 9,4 wk ahead,1.7
20140512,HHS Region 10,Season onset,20131216
20140512,HHS Region 10,Season peak week,20131230
20140512,HHS Region 10,Season peak percentage,4
20140512,HHS Region 10,1 wk ahead,0.6
20140512,HHS Region 10,2 wk ahead,0.4
20140512,HHS Region 10,3 wk ahead,0.4
20140512,HHS Region 10,4 wk ahead,0.4
20140929,US National,Season onset,20141117
20140929,US National,Season peak week,20141222
20140929,US National,Season peak percentage,6
20140929,US National,1 wk ahead,1.3
20140929,US National,2 wk ahead,1.4
20140929,US National,3 wk ahead,1.5
20140929,US National,4 wk ahead,1.5
20140929,HHS Region 1,Season onset,20141208
20140929,HHS Region 1,Season peak week,20150119
20140929,HHS Region 1,Season peak percentage,3.9
20140929,HHS Region 1,1 wk ahead,0.9
20140929,HHS Region 1,2 wk ahead,0.9
20140929,HHS Region 1,3 wk ahead,0.8
20140929,HHS Region 1,4 wk ahead,1
20140929,HHS Region 2,Season onset,20141103
20140929,HHS Region 2,Season peak week,20141222
20140929,HHS Region 2,Season peak percentage,5.2
20140929,HHS Region 2,1 wk ahead,1.7
20140929,HHS Region 2,2 wk ahead,2.3
20140929,HHS Region 2,3 wk ahead,2.3
20140929,HHS Region 2,4 wk ahead,2
20140929,HHS Region 3,Season onset,20141124
20140929,HHS Region 3,Season peak week,20141222
20140929,HHS Region 3,Season peak percentage,7.2
20140929,HHS Region 3,1 wk ahead,1.3
20140929,HHS Region 3,2 wk ahead,1.3
20140929,HHS Region 3,3 wk ahead,1.3
20140929,HHS Region 3,4 wk ahead,1.3
20140929,HHS Region 4,Season onset,20141117
20140929,HHS Region 4,Season peak week,20141222
20140929,HHS Region 4,Season peak percentage,7.5
20140929,HHS Region 4,1 wk ahead,1.1
20140929,HHS Region 4,2 wk ahead,1.1
20140929,HHS Region 4,3 wk ahead,1.3
20140929,HHS Region 4,4 wk ahead,1.3
20140929,HHS Region 5,Season onset,20141124
20140929,HHS Region 5,Season peak week,20141222
20140929,HHS Region 5,Season peak percentage,6.6
20140929,HHS Region 5,1 wk ahead,0.8
20140929,HHS Region 5,2 wk ahead,0.9
20140929,HHS Region 5,3 wk ahead,1
20140929,HHS Region 5,4 wk ahead,1
20140929,HHS Region 6,Season onset,20141117
20140929,HHS Region 6,Season peak week,20141215
20140929,HHS Region 6,Season peak percentage,11.1
20140929,HHS Region 6,1 wk ahead,2
20140929,HHS Region 6,2 wk ahead,2.1
20140929,HHS Region 6,3 wk ahead,2.2
20140929,HHS Region 6,4 wk ahead,2.3
20140929,HHS Region 7,Season onset,20141124
20140929,HHS Region 7,Season peak week,20141222
20140929,HHS Region 7,Season peak percentage,6.4
20140929,HHS Region 7,1 wk ahead,0.9
20140929,HHS Region 7,2 wk ahead,1
20140929,HHS Region 7,3 wk ahead,0.9
20140929,HHS Region 7,4 wk ahead,0.7
20140929,HHS Region 8,Season onset,20141201
20140929,HHS Region 8,Season peak week,20141229
20140929,HHS Region 8,Season peak percentage,4.4
20140929,HHS Region 8,1 wk ahead,0.7
20140929,HHS Region 8,2 wk ahead,0.7
20140929,HHS Region 8,3 wk ahead,0.8
20140929,HHS Region 8,4 wk ahead,0.8
20140929,HHS Region 9,Season onset,20141215
20140929,HHS Region 9,Season peak week,20150119
20140929,HHS Region 9,Season peak percentage,5
20140929,HHS Region 9,1 wk ahead,1.9
20140929,HHS Region 9,2 wk ahead,1.7
20140929,HHS Region 9,3 wk ahead,1.7
20140929,HHS Region 9,4 wk ahead,1.7
20140929,HHS Region 10,Season onset,20141124
20140929,HHS Region 10,Season peak week,20150112
20140929,HHS Region 10,Season peak percentage,3.6
20140929,HHS Region 10,1 wk ahead,1.1
20140929,HHS Region 10,2 wk ahead,0.8
20140929,HHS Region 10,3 wk ahead,0.7
20140929,HHS Region 10,4 wk ahead,0.9
20141006,US National,Season onset,20141117
20141006,US National,Season peak week,20141222
20141006,US National,Season peak percentage,6
20141006,US National,1 wk ahead,1.4
20141006,US National,2 wk ahead,1.5
20141006,US National,3 wk ahead,1.5
20141006,US National,4 wk ahead,1.7
20141006,HHS Region 1,Season onset,20141208
20141006,HHS Region 1,Season peak week,20150119
20141006,HHS Region 1,Season peak percentage,3.9
20141006,HHS Region 1,1 wk ahead,0.9
20141006,HHS Region 1,2 wk ahead,0.8
20141006,HHS Region 1,3 wk ahead,1
20141006,HHS Region 1,4 wk ahead,1.2
20141006,HHS Region 2,Season onset,20141103
20141006,HHS Region 2,Season peak week,20141222
20141006,HHS Region 2,Season peak percentage,5.2
20141006,HHS Region 2,1 wk ahead,2.3
20141006,HHS Region 2,2 wk ahead,2.3
20141006,HHS Region 2,3 wk ahead,2
20141006,HHS Region 2,4 wk ahead,2.5
20141006,HHS Region 3,Season onset,20141124
20141006,HHS Region 3,Season peak week,20141222
20141006,HHS Region 3,Season peak percentage,7.2
20141006,HHS Region 3,1 wk ahead,1.3
20141006,HHS Region 3,2 wk ahead,1.3
20141006,HHS Region 3,3 wk ahead,1.3
20141006,HHS Region 3,4 wk ahead,1.5
20141006,HHS Region 4,Season onset,20141117
20141006,HHS Region 4,Season peak week,20141222
20141006,HHS Region 4,Season peak percentage,7.5
20141006,HHS Region 4,1 wk ahead,1.1
20141006,HHS Region 4,2 wk ahead,1.3
20141006,HHS Region 4,3 wk ahead,1.3
20141006,HHS Region 4,4 wk ahead,1.5
20141006,HHS Region 5,Season onset,20141124
20141006,HHS Region 5,Season peak week,20141222
20141006,HHS Region 5,Season peak percentage,6.6
20141006,HHS Region 5,1 wk ahead,0.9
20141006,HHS Region 5,2 wk ahead,1
20141006,HHS Region 5,3 wk ahead,1
20141006,HHS Region 5,4 wk ahead,1.2
20141006,HHS Region 6,Season onset,20141117
20141006,HHS Region 6,Season peak week,20141215
20141006,HHS Region 6,Season peak percentage,11.1
20141006,HHS Region 6,1 wk ahead,2.1
20141006,HHS Region 6,2 wk ahead,2.2
20141006,HHS Region 6,3 wk ahead,2.3
20141006,HHS Region 6,4 wk ahead,2.4
20141006,HHS Region 7,Season onset,20141124
20141006,HHS Region 7,Season peak week,20141222
20141006,HHS Region 7,Season peak percentage,6.4
20141006,HHS Region 7,1 wk ahead,1
20141006,HHS Region 7,2 wk ahead,0.9
20141006,HHS Region 7,3 wk ahead,0.7
20141006,HHS Region 7,4 wk ahead,0.8
20141006,HHS Region 8,Season onset,20141201
20141006,HHS Region 8,Season peak week,20141229
20141006,HHS Region 8,Season peak percentage,4.4
20141006,HHS Region 8,1 wk ahead,0.7
20141006,HHS Region 8,2 wk ahead,0.8
20141006,HHS Region 8,3 wk ahead,0.8
20141006,HHS Region 8,4 wk ahead,0.8
20141006,HHS Region 9,Season onset,20141215
20141006,HHS Region 9,Season peak week,20150119
20141006,HHS Region 9,Season peak percentage,5
20141006,HHS Region 9,1 wk ahead,1.7
20141006,HHS Region 9,2 wk ahead,1.7
20141006,HHS Region 9,3 wk ahead,1.7
20141006,HHS Region 9,4 wk ahead,2.1
20141006,HHS Region 10,Season onset,20141124
20141006,HHS Region 10,Season peak week,20150112
20141006,HHS Region 10,Season peak percentage,3.6
20141006,HHS Region 10,1 wk ahead,0.8
20141006,HHS Region 10,2 wk ahead,0.7
20141006,HHS Region 10,3 wk ahead,0.9
20141006,HHS Region 10,4 wk ahead,0.9
20141013,US National,Season onset,20141117
20141013,US National,Season peak week,20141222
20141013,US National,Season peak percentage,6
20141013,US National,1 wk ahead,1.5
20141013,US National,2 wk ahead,1.5
20141013,US National,3 wk ahead,1.7
20141013,US National,4 wk ahead,1.6
20141013,HHS Region 1,Season onset,20141208
20141013,HHS Region 1,Season peak week,20150119
20141013,HHS Region 1,Season peak percentage,3.9
20141013,HHS Region 1,1 wk ahead,0.8
20141013,HHS Region 1,2 wk ahead,1
20141013,HHS Region 1,3 wk ahead,1.2
20141013,HHS Region 1,4 wk ahead,1.1
20141013,HHS Region 2,Season onset,20141103
20141013,HHS Region 2,Season peak week,20141222
20141013,HHS Region 2,Season peak percentage,5.2
20141013,HHS Region 2,1 wk ahead,2.3
20141013,HHS Region 2,2 wk ahead,2
20141013,HHS Region 2,3 wk ahead,2.5
20141013,HHS Region 2,4 wk ahead,2.3
20141013,HHS Region 3,Season onset,20141124
20141013,HHS Region 3,Season peak week,20141222
20141013,HHS Region 3,Season peak percentage,7.2
20141013,HHS Region 3,1 wk ahead,1.3
20141013,HHS Region 3,2 wk ahead,1.3
20141013,HHS Region 3,3 wk ahead,1.5
20141013,HHS Region 3,4 wk ahead,1.3
20141013,HHS Region 4,Season onset,20141117
20141013,HHS Region 4,Season peak week,20141222
20141013,HHS Region 4,Season peak percentage,7.5
20141013,HHS Region 4,1 wk ahead,1.3
20141013,HHS Region 4,2 wk ahead,1.3
20141013,HHS Region 4,3 wk ahead,1.5
20141013,HHS Region 4,4 wk ahead,1.7
20141013,HHS Region 5,Season onset,20141124
20141013,HHS Region 5,Season peak week,20141222
20141013,HHS Region 5,Season peak percentage,6.6
20141013,HHS Region 5,1 wk ahead,1
20141013,HHS Region 5,2 wk ahead,1
20141013,HHS Region 5,3 wk ahead,1.2
20141013,HHS Region 5,4 wk ahead,1.2
20141013,HHS Region 6,Season onset,20141117
20141013,HHS Region 6,Season peak week,20141215
20141013,HHS Region 6,Season peak percentage,11.1
20141013,HHS Region 6,1 wk ahead,2.2
20141013,HHS Region 6,2 wk ahead,2.3
20141013,HHS Region 6,3 wk ahead,2.4
20141013,HHS Region 6,4 wk ahead,2.3
20141013,HHS Region 7,Season onset,20141124
20141013,HHS Region 7,Season peak week,20141222
20141013,HHS Region 7,Season peak percentage,6.4
20141013,HHS Region 7,1 wk ahead,0.9
20141013,HHS Region 7,2 wk ahead,0.7
20141013,HHS Region 7,3 wk ahead,0.8
20141013,HHS Region 7,4 wk ahead,1.1
20141013,HHS Region 8,Season onset,20141201
20141013,HHS Region 8,Season peak week,20141229
20141013,HHS Region 8,Season peak percentage,4.4
20141013,HHS Region 8,1 wk ahead,0.8
20141013,HHS Region 8,2 wk ahead,0.8
20141013,HHS Region 8,3 wk ahead,0.8
20141013,HHS Region 8,4 wk ahead,0.8
20141013,HHS Region 9,Season onset,20141215
20141013,HHS Region 9,Season peak week,20150119
20141013,HHS Region 9,Season peak percentage,5
20141013,HHS Region 9,1 wk ahead,1.7
20141013,HHS Region 9,2 wk ahead,1.7
20141013,HHS Region 9,3 wk ahead,2.1
20141013,HHS Region 9,4 wk ahead,2
20141013,HHS Region 10,Season onset,20141124
20141013,HHS Region 10,Season peak week,20150112
20141013,HHS Region 10,Season peak percentage,3.6
20141013,HHS Region 10,1 wk ahead,0.7
20141013,HHS Region 10,2 wk ahead,0.9
20141013,HHS Region 10,3 wk ahead,0.9
20141013,HHS Region 10,4 wk ahead,0.9
20141020,US National,Season onset,20141117
20141020,US National,Season peak week,20141222
20141020,US National,Season peak percentage,6
20141020,US National,1 wk ahead,1.5
20141020,US National,2 wk ahead,1.7
20141020,US National,3 wk ahead,1.6
20141020,US National,4 wk ahead,2.1
20141020,HHS Region 1,Season onset,20141208
20141020,HHS Region 1,Season peak week,20150119
20141020,HHS Region 1,Season peak percentage,3.9
20141020,HHS Region 1,1 wk ahead,1
20141020,HHS Region 1,2 wk ahead,1.2
20141020,HHS Region 1,3 wk ahead,1.1
20141020,HHS Region 1,4 wk ahead,1
20141020,HHS Region 2,Season onset,20141103
20141020,HHS Region 2,Season peak week,20141222
20141020,HHS Region 2,Season peak percentage,5.2
20141020,HHS Region 2,1 wk ahead,2
20141020,HHS Region 2,2 wk ahead,2.5
20141020,HHS Region 2,3 wk ahead,2.3
20141020,HHS Region 2,4 wk ahead,2.8
20141020,HHS Region 3,Season onset,20141124
20141020,HHS Region 3,Season peak week,20141222
20141020,HHS Region 3,Season peak percentage,7.2
20141020,HHS Region 3,1 wk ahead,1.3
20141020,HHS Region 3,2 wk ahead,1.5
